file_name,production_number,plate_count,rivet,die,upper_type,upper_thickness,middle_type,middle_thickness,lower_type,lower_thickness,head_height,caption
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A365.0(2.5t)_005.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A365.0,2.5,-0.038719082871641254,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0387 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A365.0(3.0t)_001.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A365.0,3.0,-0.09079820711709873,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.0908 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A365.0(3.0t)_002.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A365.0,3.0,0.03344569392263261,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is 0.0334 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A365.0(3.0t)_003.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A365.0,3.0,-0.09365200719870515,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.0937 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A365.0(3.0t)_004.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A365.0,3.0,-0.1152354253227127,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.1152 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A365.0(3.0t)_005.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A365.0,3.0,-0.08114464356224031,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.0811 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A6N01(2.5t)_001.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A6N01,2.5,-0.06547471939038205,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A6N01 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0655 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A6N01(2.5t)_002.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A6N01,2.5,-0.039630629003080814,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A6N01 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0396 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A6N01(2.5t)_003.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A6N01,2.5,-0.07001851755706695,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A6N01 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0700 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A6N01(2.5t)_004.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A6N01,2.5,-0.03996947518672724,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A6N01 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0400 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SABC1470(1.1t)_A6N01(2.5t)_005.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SABC1470,1.1,A6N01,2.5,-0.019867339312406578,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SABC1470 with 1.1 mm thickness, lower plate is orange and type A6N01 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0199 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SGAFC590(0.7t)_A365.0(2.5t)_001.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SGAFC590,0.7,A365.0,2.5,-0.263177548199478,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SGAFC590 with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.2632 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SGAFC590(0.7t)_A365.0(2.5t)_002.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SGAFC590,0.7,A365.0,2.5,-0.17625528266062349,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SGAFC590 with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1763 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SGAFC590(0.7t)_A365.0(2.5t)_003.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SGAFC590,0.7,A365.0,2.5,-0.16262216987305322,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SGAFC590 with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1626 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SGAFC590(0.7t)_A365.0(2.5t)_004.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SGAFC590,0.7,A365.0,2.5,-0.15977164708502395,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SGAFC590 with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1598 mm"
SPR3_BG0G46E(DEHG13598)_SGACUD(0.7t)_SGAFC590(0.7t)_A365.0(2.5t)_005.png,1st,3,BG0G46E,DEHG13598,SGACUD,0.7,SGAFC590,0.7,A365.0,2.5,-0.16464343540182869,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG13598, upper plate is dark blue and type SGACUD with 0.7 mm thickness, middle plate is yellow and type SGAFC590 with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1646 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGACC(0.7t)_A365.0(2.5t)_001.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGACC,0.7,A365.0,2.5,-0.09968653438674431,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGACC with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0997 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGACC(0.7t)_A365.0(2.5t)_002.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGACC,0.7,A365.0,2.5,-0.10610380624817482,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGACC with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1061 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGACC(0.7t)_A365.0(2.5t)_003.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGACC,0.7,A365.0,2.5,-0.13812994722955144,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGACC with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1381 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGACC(0.7t)_A365.0(2.5t)_004.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGACC,0.7,A365.0,2.5,-0.11370797457974578,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGACC with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1137 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGACC(0.7t)_A365.0(2.5t)_005.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGACC,0.7,A365.0,2.5,-0.11904754854065694,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGACC with 0.7 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1190 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGAFC590(1.0t)_A365.0(2.5t)_001.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGAFC590,1.0,A365.0,2.5,-0.06602171696101608,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGAFC590 with 1.0 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0660 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGAFC590(1.0t)_A365.0(2.5t)_002.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGAFC590,1.0,A365.0,2.5,-0.11084714711875217,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGAFC590 with 1.0 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.1108 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGAFC590(1.0t)_A365.0(2.5t)_003.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGAFC590,1.0,A365.0,2.5,-0.07290273696793048,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGAFC590 with 1.0 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0729 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGAFC590(1.0t)_A365.0(2.5t)_004.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGAFC590,1.0,A365.0,2.5,-0.07541855194022806,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGAFC590 with 1.0 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0754 mm"
SPR3_BG0G46E(DEHG14032)_SGACD(0.8t)_SGAFC590(1.0t)_A365.0(2.5t)_005.png,1st,3,BG0G46E,DEHG14032,SGACD,0.8,SGAFC590,1.0,A365.0,2.5,-0.07291760797991344,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGACD with 0.8 mm thickness, middle plate is yellow and type SGAFC590 with 1.0 mm thickness, lower plate is orange and type A365.0 with 2.5 mm thickness, head height from rivet top to upper plate is -0.0729 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_001.png,1st,3,BG0G46E,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,-0.13508753836091963,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.1351 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_002.png,1st,3,BG0G46E,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,0.006869332328891152,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is 0.0069 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_003.png,1st,3,BG0G46E,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,-0.04075651766132435,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.0408 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_004.png,1st,3,BG0G46E,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,-0.169769089400274,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.1698 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_005.png,1st,3,BG0G46E,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,-0.14027287981915826,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.1403 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_006.png,1st,3,BG0G46E,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,-0.17899190950390076,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.1790 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340E(0.7t)_SGARC440(0.7t)_A365.0(3.0t)_001.png,1st,3,BG0G46E,DEHG14032,SGARC340E,0.7,SGARC440,0.7,A365.0,3.0,-0.11244672864353714,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340E with 0.7 mm thickness, middle plate is yellow and type SGARC440 with 0.7 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.1124 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340E(0.7t)_SGARC440(0.7t)_A365.0(3.0t)_002.png,1st,3,BG0G46E,DEHG14032,SGARC340E,0.7,SGARC440,0.7,A365.0,3.0,-0.14511971748542535,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340E with 0.7 mm thickness, middle plate is yellow and type SGARC440 with 0.7 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.1451 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340E(0.7t)_SGARC440(0.7t)_A365.0(3.0t)_003.png,1st,3,BG0G46E,DEHG14032,SGARC340E,0.7,SGARC440,0.7,A365.0,3.0,-0.09246061938835233,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340E with 0.7 mm thickness, middle plate is yellow and type SGARC440 with 0.7 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.0925 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340E(0.7t)_SGARC440(0.7t)_A365.0(3.0t)_004.png,1st,3,BG0G46E,DEHG14032,SGARC340E,0.7,SGARC440,0.7,A365.0,3.0,-0.13236959356314537,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340E with 0.7 mm thickness, middle plate is yellow and type SGARC440 with 0.7 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.1324 mm"
SPR3_BG0G46E(DEHG14032)_SGARC340E(0.7t)_SGARC440(0.7t)_A365.0(3.0t)_005.png,1st,3,BG0G46E,DEHG14032,SGARC340E,0.7,SGARC440,0.7,A365.0,3.0,-0.16373867485000085,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type BG0G46E, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340E with 0.7 mm thickness, middle plate is yellow and type SGARC440 with 0.7 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.1637 mm"
SPR3_C50544A(DEHG14032)_SGARC340(0.7t)_SGACUD(0.9t)_A365.0(3.5t)_001.png,1st,3,C50544A,DEHG14032,SGARC340,0.7,SGACUD,0.9,A365.0,3.5,-0.054404033664438134,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type C50544A, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGACUD with 0.9 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.0544 mm"
SPR3_C50544A(DEHG14032)_SGARC340(0.7t)_SGARC440(0.7t)_A365.0(3.0t)_001.png,1st,3,C50544A,DEHG14032,SGARC340,0.7,SGARC440,0.7,A365.0,3.0,-0.2516210914964809,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type C50544A, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type SGARC440 with 0.7 mm thickness, lower plate is orange and type A365.0 with 3.0 mm thickness, head height from rivet top to upper plate is -0.2516 mm"
SPR3_K50746A(DEHG14032)_SGARC340(0.7t)_A6N01(2.0t)_A365.0(3.5t)_001.png,1st,3,K50746A,DEHG14032,SGARC340,0.7,A6N01,2.0,A365.0,3.5,-0.08212721189334621,"a segmentation mask of self-piercing rivet consisting of 3 plates, rivet is green and type K50746A, die is omitted, but type DEHG14032, upper plate is dark blue and type SGARC340 with 0.7 mm thickness, middle plate is yellow and type A6N01 with 2.0 mm thickness, lower plate is orange and type A365.0 with 3.5 mm thickness, head height from rivet top to upper plate is -0.0821 mm"
SPR2_BC5.3X4.0_D916_SGAFC590(1.2T)_A6451(1.2T)_61.12.png,2nd,2,BC5.3X4.0,D916,SGAFC590,1.2,,,A6451,1.2,0.10986529627034183,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type D916, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451 with 1.2 mm thickness, head height from rivet top to upper plate is 0.1099 mm"
SPR2_BC5.3X4.0_D916_SGAFC590(1.2T)_A6451P-T4S(1.5T)_61.66.png,2nd,2,BC5.3X4.0,D916,SGAFC590,1.2,,,A6451P-T4S,1.5,0.07690208933156953,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type D916, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is 0.0769 mm"
SPR2_BC5.3X4.0_S297_SGAFC590(1.2T)_A6451(1.2T)_42.66.png,2nd,2,BC5.3X4.0,S297,SGAFC590,1.2,,,A6451,1.2,-0.2807112090015823,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S297, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451 with 1.2 mm thickness, head height from rivet top to upper plate is -0.2807 mm"
SPR2_BC5.3X4.0_S297_SGAFC590(1.2T)_A6451P-T4S(1.5T)_42.85.png,2nd,2,BC5.3X4.0,S297,SGAFC590,1.2,,,A6451P-T4S,1.5,-0.31888111888111886,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S297, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is -0.3189 mm"
SPR2_BC5.3X4.0_S406_SGAFC590(1.2T)_A6451P-T4S(1.5T)_42.73.png,2nd,2,BC5.3X4.0,S406,SGAFC590,1.2,,,A6451P-T4S,1.5,-0.296401917478729,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S406, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is -0.2964 mm"
SPR2_BC5.3X4.0_S424_SGAFC590(1.2T)_A6451P-T4S(1.5T)_54.16.png,2nd,2,BC5.3X4.0,S424,SGAFC590,1.2,,,A6451P-T4S,1.5,-0.05504730627883338,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S424, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is -0.0550 mm"
SPR2_BC5.3X4.0_S428_SGAFC590(1.2T)_A6451P-T4S(1.5T)_46.56.png,2nd,2,BC5.3X4.0,S428,SGAFC590,1.2,,,A6451P-T4S,1.5,-0.2062496040544821,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S428, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is -0.2062 mm"
SPR2_BC5.3X4.0_S443_SGAFC590(1.2T)_A6451(1.2T)_70.23.png,2nd,2,BC5.3X4.0,S443,SGAFC590,1.2,,,A6451,1.2,0.4380921688688366,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S443, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451 with 1.2 mm thickness, head height from rivet top to upper plate is 0.4381 mm"
SPR2_BC5.3X4.0_S443_SGAFC590(1.2T)_A6451(1.2T)_74.11.png,2nd,2,BC5.3X4.0,S443,SGAFC590,1.2,,,A6451,1.2,0.4162264223958619,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S443, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451 with 1.2 mm thickness, head height from rivet top to upper plate is 0.4162 mm"
SPR2_BC5.3X4.0_S443_SGAFC590(1.2T)_A6451P-T4S(1.5T)_71.18.png,2nd,2,BC5.3X4.0,S443,SGAFC590,1.2,,,A6451P-T4S,1.5,0.3329850072484041,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S443, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is 0.3330 mm"
SPR2_BC5.3X4.0_S468_SGAFC590(1.2T)_A6451P-T4S(1.5T)_43.95.png,2nd,2,BC5.3X4.0,S468,SGAFC590,1.2,,,A6451P-T4S,1.5,-0.26114098087782295,"a segmentation mask of self-piercing rivet consisting of 2 plates, rivet is green and type BC5.3X4.0, die is omitted, but type S468, upper plate is dark blue and type SGAFC590 with 1.2 mm thickness, lower plate is orange and type A6451P-T4S with 1.5 mm thickness, head height from rivet top to upper plate is -0.2611 mm"
